,Street,City,State,Zip
1842,3304 NIXON AVE,Ames,IA,50010.0
1843,1112 IOWA AVE,Ames,IA,50014.0
1844,3218 LETTIE ST,Ames,IA,50014.0
1845,1103 CLARK AVE,Ames,IA,50010.0
1846,1110 JOHNSON ST,Ames,IA,50010.0
1847,3125 WESTON DR,Ames,IA,50010.0
1848,914 MURRAY DR,Ames,IA,50010.0
1849,4018 ONTARIO ST,Ames,IA,50014.0
1850,1511 INDIANA AVE,Ames,IA,50014.0
1851,3329 HARCOURT DR,Ames,IA,50010.0
1852,1418 NEBRASKA AVE,Ames,IA,50014.0
1853,4626 WEBSTER ST,Ames,IA,50014.0
1854,3834 MARIGOLD DR,Ames,IA,50014.0
1855,5402 CERVANTES DR,Ames,IA,50014.0
1856,1326 MAXWELL AVE,Ames,IA,50010.0
1857,1105 STAFFORD AVE,Ames,IA,50010.0
1858,1914 FERNDALE AVE,Ames,IA,50010.0
1859,618 9TH ST,Ames,IA,50010.0
1860,4709 CLEMENS BLVD,Ames,IA,50014.0
1861,217 DOTSON DR,Ames,IA,50014.0
1862,2204 FILLMORE AVE,Ames,IA,50010.0
1863,412 KEN MARIL RD,Ames,IA,50010.0
1864,2908 HARRISON RD,Ames,IA,50010.0
1865,3010 HARRISON RD,Ames,IA,50010.0
1866,3224 ROSS RD,Ames,IA,50014.0
1867,127 16TH ST,Ames,IA,50010.0
1868,115 15TH ST,Ames,IA,50010.0
1869,2621 GREEN HILLS DR,Ames,IA,50014.0
1870,2315 SUNDOWN DR,Ames,IA,50014.0
1871,411 HILLTOP RD,Ames,IA,50014.0
1873,4629 TWAIN ST,Ames,IA,50014.0
1874,213 S HYLAND AVE,Ames,IA,50014.0
1875,732 GARNET DR,Ames,IA,50010.0
1876,1117 KENNEDY ST,Ames,IA,50010.0
1877,3412 HARCOURT DR,Ames,IA,50010.0
1878,3809 PHOENIX ST,Ames,IA,50014.0
1879,328 CRYSTAL ST,Ames,IA,50010.0
1880,419 18TH ST,Ames,IA,50010.0
1881,1326 STAFFORD AVE,Ames,IA,50010.0
1882,1624 TOP O HOLLOW RD,Ames,IA,50010.0
1883,1415 DUFF AVE,Ames,IA,50010.0
1884,3714 S DUFF AVE,Ames,IA,50010.0
1885,1311 CARROLL AVE 1313,Ames,IA,50010.0
1886,1718 COOLIDGE DR,Ames,IA,50010.0
1887,2326 KNAPP ST,Ames,IA,50014.0
1888,1600 TRUMAN DR,Ames,IA,50010.0
1889,3714 WOODLAND ST,Ames,IA,50014.0
1890,1417 MARSTON AVE,Ames,IA,50010.0
1891,2403 WELBECK DR,Ames,IA,50010.0
1892,2406 WESTWIND DR,Ames,IA,50010.0
1893,3715 EMERALD DR,Ames,IA,50010.0
1894,2220 JENSEN AVE,Ames,IA,50010.0
1895,5213 TABOR DR,Ames,IA,50014.0
1896,3908 EISENHOWER AVE,Ames,IA,50010.0
1897,3019 BECKLEY ST,Ames,IA,50010.0
1898,1025 GASKILL DR,Ames,IA,50014.0
1899,2910 ROXBORO DR,Ames,IA,50010.0
1900,2888 MONROE DR,Ames,IA,50010.0
1901,821 MILLER AVE,Ames,IA,50014.0
1902,1217 SCOTT AVE,Ames,IA,50014.0
1903,3002 WOODLAND ST,Ames,IA,50014.0
1904,1322 DUFF AVE,Ames,IA,50010.0
1905,2220 ASH AVE,Ames,IA,50014.0
1907,2312 KNAPP ST,Ames,IA,50014.0
1908,712 CLARK AVE,Ames,IA,50010.0
1909,2623 STANGE RD,Ames,IA,50010.0
1910,1009 CLARK AVE,Ames,IA,50010.0
1911,624 CRYSTAL ST,Ames,IA,50010.0
1912,3301 ROSS RD,Ames,IA,50014.0
1913,2211 BUCHANAN DR,Ames,IA,50010.0
1914,1424 BRECKINRIDGE CT,Ames,IA,50010.0
1915,731 5TH ST,Ames,IA,50010.0
1916,513 9TH ST,Ames,IA,50010.0
1917,4202 STONE BROOKE RD,Ames,IA,50010.0
1918,1329 TRUMAN PL,Ames,IA,50010.0
1919,925 GASKILL DR,Ames,IA,50014.0
1920,113 S RUSSELL AVE,Ames,IA,50010.0
1921,1501 REAGAN DR,Ames,IA,50010.0
1922,3126 BURNHAM DR,Ames,IA,50010.0
1923,3209 WESTON DR,Ames,IA,50010.0
1924,3821 BROOKDALE AVE,Ames,IA,50010.0
1925,2644 CLEVELAND DR,Ames,IA,50010.0
1926,218 16TH ST,Ames,IA,50010.0
1927,2850 MONROE DR,Ames,IA,50010.0
1928,909 KELLOGG AVE,Ames,IA,50010.0
1929,3214 NIXON AVE,Ames,IA,50010.0
1930,1411 CURTISS AVE,Ames,IA,50010.0
1931,3118 ASPEN RD,Ames,IA,50014.0
1932,2810 WHITE OAK DR,Ames,IA,50014.0
1933,3113 HARRISON RD,Ames,IA,50010.0
1934,5322 DURANT ST,Ames,IA,50014.0
1936,4817 WALLER ST,Ames,IA,50014.0
1937,1111 ORCHARD DR,Ames,IA,50010.0
1938,1311 COOLIDGE DR,Ames,IA,50010.0
1939,925 MAXWELL AVE,Ames,IA,50010.0
1940,205 DOTSON DR,Ames,IA,50014.0
1942,1520 CALIFORNIA AVE,Ames,IA,50014.0
1945,2322 BUCHANAN DR,Ames,IA,50010.0
1946,4002 BRICKMAN AVE,Ames,IA,50010.0
1947,3813 WESTLAWN DR,Ames,IA,50010.0
1948,2822 OAKLAND ST 2824,Ames,IA,50014.0
1949,621 CLARK AVE,Ames,IA,50010.0
1950,2233 MCKINLEY CT,Ames,IA,50010.0
1951,321 E 6TH ST,Ames,IA,50010.0
1952,5318 DURANT ST,Ames,IA,50014.0
1953,2219 HAYES AVE,Ames,IA,50010.0
1954,2317 CAMDEN DR,Ames,IA,50010.0
1955,3001 SAPPHIRE CIR,Ames,IA,50010.0
1956,2522 PIERCE AVE,Ames,IA,50010.0
1958,1317 WILSON AVE,Ames,IA,50010.0
1959,1428 NORTHWESTERN AVE,Ames,IA,50010.0
1960,1012 TOP O HOLLOW RD,Ames,IA,50010.0
1961,1130 STAFFORD AVE,Ames,IA,50010.0
1962,4927 WESTBEND DR,Ames,IA,50014.0
1963,515 LYNN AVE,Ames,IA,50014.0
1964,425 20TH ST,Ames,IA,50010.0
1965,1413 WHEELER ST,Ames,IA,50010.0
1966,3813 EISENHOWER AVE,Ames,IA,50010.0
1967,3721 WOODLAND ST,Ames,IA,50014.0
1968,2056 PINEHURST DR,Ames,IA,50010.0
1969,5423 NORRIS ST,Ames,IA,50014.0
1970,1212 N 2ND ST,Ames,IA,50010.0
1971,828 BURNETT AVE,Ames,IA,50010.0
1972,3915 BRICKMAN AVE,Ames,IA,50010.0
1973,2413 KINGSTON DR,Ames,IA,50010.0
1974,4003 WESTLAWN DR,Ames,IA,50010.0
1975,3210 FOXLEY DR,Ames,IA,50010.0
1976,3917 VIOLA MAE AVE,Ames,IA,50010.0
1977,1020 10TH ST,Ames,IA,50010.0
1978,500 GARDEN RD,Ames,IA,50010.0
1979,2523 YORKSHIRE ST,Ames,IA,50010.0
1980,4617 TWAIN ST,Ames,IA,50014.0
1981,2407 DUFF AVE,Ames,IA,50010.0
1982,211 16TH ST,Ames,IA,50010.0
1983,3906 DAWES DR,Ames,IA,50010.0
1984,1313 CLARK AVE,Ames,IA,50010.0
1985,2908 WOOD ST,Ames,IA,50014.0
1986,1235 MICHIGAN AVE,Ames,IA,50014.0
1987,3410 EMERALD DR,Ames,IA,50010.0
1988,1316 DOUGLAS AVE,Ames,IA,50010.0
1989,1422 CALIFORNIA AVE,Ames,IA,50014.0
1990,129 E 9TH ST,Ames,IA,50010.0
1991,1616 AMHERST DR,Ames,IA,50014.0
1992,1308 ALBERTA AVE,Ames,IA,50014.0
1993,2822 ASPEN RD,Ames,IA,50010.0
1994,3128 KINGMAN RD,Ames,IA,50014.0
1995,2912 OAKLAND ST,Ames,IA,50014.0
1997,3819 VIOLA MAE AVE,Ames,IA,50010.0
1998,1512 STONE BROOKE RD,Ames,IA,50010.0
1999,2225 CLARK AVE,Ames,IA,50010.0
2000,2218 WINDFIELD DR,Ames,IA,50010.0
2001,914 BROOKRIDGE AVE,Ames,IA,50010.0
2002,2514 MELROSE AVE,Ames,IA,50010.0
2003,1942 STEVENSON DR,Ames,IA,50010.0
2004,2048 CESSNA ST,Ames,IA,50014.0
2005,1818 WATERBURY CIR,Ames,IA,50010.0
2006,3145 SYCAMORE RD,Ames,IA,50014.0
2007,2100 ASHMORE DR,Ames,IA,50014.0
2008,5407 DURANT ST,Ames,IA,50014.0
2009,2130 DUFF AVE,Ames,IA,50010.0
2010,1104 TOP O HOLLOW RD,Ames,IA,50010.0
2011,804 DUFF AVE,Ames,IA,50010.0
2012,2141 STEVENSON DR,Ames,IA,50010.0
2013,803 FURMAN DR,Ames,IA,50010.0
2014,2824 GREENSBORO DR,Ames,IA,50010.0
2015,3312 S DUFF AVE,Ames,IA,50010.0
2016,526 SMILEY AVE,Ames,IA,50014.0
2017,1422 CARROLL AVE,Ames,IA,50010.0
2018,314 12TH ST,Ames,IA,50010.0
2020,722 RIDGEWOOD AVE,Ames,IA,50010.0
2021,3328 JEFFERSON CIR,Ames,IA,50010.0
2022,2101 BUCHANAN DR,Ames,IA,50010.0
2023,3803 MINNETONKA AVE,Ames,IA,50010.0
2024,1537 LINDEN DR,Ames,IA,50010.0
2025,1332 ARIZONA AVE,Ames,IA,50014.0
2026,3210 WESTON DR,Ames,IA,50010.0
2027,2614 CAMDEN DR,Ames,IA,50010.0
2028,1303 KENTUCKY AVE,Ames,IA,50014.0
2029,2006 POLK DR,Ames,IA,50010.0
2030,1604 CLARK AVE,Ames,IA,50010.0
2031,617 BARR DR,Ames,IA,50010.0
2032,721 CLARK AVE,Ames,IA,50010.0
2033,119 HARTFORD DR,Ames,IA,50014.0
2034,3115 ASPEN RD,Ames,IA,50014.0
2035,5419 DURANT ST,Ames,IA,50014.0
2036,2943 NORTHWESTERN AVE,Ames,IA,50010.0
2037,1409 TRUMAN PL,Ames,IA,50010.0
2038,5405 NORRIS ST,Ames,IA,50014.0
2039,206 DOTSON DR,Ames,IA,50014.0
2040,5426 CLEMENS BLVD,Ames,IA,50014.0
2041,5311 NORRIS ST,Ames,IA,50014.0
2042,5500 KANSAS DR,Ames,IA,50014.0
2043,1021 LINCOLN WAY,Ames,IA,50010.0
2044,1827 MAXWELL AVE,Ames,IA,50010.0
2045,212 E 9TH ST,Ames,IA,50010.0
2046,2820 NORTHWOOD DR,Ames,IA,50010.0
2047,1906 WILSON AVE,Ames,IA,50010.0
2048,3011 LINCOLN WAY,Ames,IA,50014.0
2049,1948 WYNGATE DR,Ames,IA,50010.0
2050,1226 CARROLL AVE,Ames,IA,50010.0
2051,1323 GRAND AVE,Ames,IA,50010.0
2052,3102 BURNHAM DR,Ames,IA,50010.0
2053,3319 HARCOURT DR,Ames,IA,50010.0
2054,210 21ST ST,Ames,IA,50010.0
2056,4406 ROSS RD,Ames,IA,50014.0
2057,3115 VALLEY VIEW RD,Ames,IA,50014.0
2058,203 HARTFORD DR,Ames,IA,50014.0
2059,1516 BURNETT AVE,Ames,IA,50010.0
2060,2953 MONROE DR,Ames,IA,50010.0
2061,1226 MARSTON AVE,Ames,IA,50010.0
2062,2111 HAYES AVE 2113,Ames,IA,50010.0
2063,1012 GRAND AVE,Ames,IA,50010.0
2064,717 MEADOW PL,Ames,IA,50010.0
2065,3103 EISENHOWER AVE,Ames,IA,50010.0
2066,4619 TWAIN ST,Ames,IA,50014.0
2067,2305 BROADMOOR AVE,Ames,IA,50010.0
2068,3820 WESTLAWN DR,Ames,IA,50010.0
2070,4925 UTAH DR,Ames,IA,50014.0
2071,3304 HOOVER AVE,Ames,IA,50010.0
2072,2310 HAYES AVE,Ames,IA,50010.0
2073,1604 JACKSON DR,Ames,IA,50010.0
2074,1118 N 3RD ST,Ames,IA,50010.0
2075,304 S FRANKLIN AVE,Ames,IA,50014.0
2076,3011 BECKLEY ST,Ames,IA,50010.0
2077,1431 CARROLL AVE,Ames,IA,50010.0
2078,3421 EISENHOWER AVE,Ames,IA,50010.0
2079,1920 CLARK AVE,Ames,IA,50010.0
2080,508 LYNN AVE,Ames,IA,50014.0
2081,3207 JEWEL CIR,Ames,IA,50010.0
2082,2035 WYNGATE DR,Ames,IA,50010.0
2083,2118 IRONWOOD CT,Ames,IA,50014.0
2084,609 STANTON AVE,Ames,IA,50014.0
2085,1217 IDAHO AVE,Ames,IA,50014.0
2086,308 SOUTH DAKOTA AVE,Ames,IA,50014.0
2087,5307 MARYLAND ST,Ames,IA,50014.0
2088,1603 TRUMAN DR,Ames,IA,50010.0
2089,3514 ANNEAR ST,Ames,IA,50014.0
2090,1723 MAXWELL AVE,Ames,IA,50010.0
2091,4004 ONTARIO ST,Ames,IA,50014.0
2092,3920 DAWES DR,Ames,IA,50010.0
2093,1508 CARROLL AVE,Ames,IA,50010.0
2094,2911 RIDGETOP RD,Ames,IA,50014.0
2095,4920 CLEMENS BLVD,Ames,IA,50014.0
2096,5225 KANSAS DR,Ames,IA,50014.0
2097,2710 THOMPSON DR,Ames,IA,50010.0
2098,3833 MARIGOLD DR,Ames,IA,50014.0
2099,620 RIVER OAK DR,Ames,IA,50010.0
2100,1421 STAFFORD AVE,Ames,IA,50010.0
2101,321 CRANE AVE,Ames,IA,50014.0
2102,1107 SCOTT AVE,Ames,IA,50014.0
2103,3702 JEWEL DR,Ames,IA,50010.0
2104,1028 MARSTON AVE,Ames,IA,50010.0
2105,4101 ROSS RD,Ames,IA,50014.0
2106,429 E 6TH ST,Ames,IA,50010.0
2107,2231 CLARK AVE,Ames,IA,50010.0
2108,805 TENNYSON AVE,Ames,IA,50014.0
2109,3411 BUCHANAN CT,Ames,IA,50010.0
2110,4131 STONE BROOKE RD,Ames,IA,50010.0
2111,810 HODGE AVE,Ames,IA,50010.0
2112,2905 ONTARIO ST 2907,Ames,IA,50014.0
2113,4908 CLEMENS BLVD,Ames,IA,50014.0
2114,5221 MARYLAND ST,Ames,IA,50014.0
2115,1015 ROOSEVELT AVE,Ames,IA,50010.0
2116,2118 GREENBRIAR CIR,Ames,IA,50014.0
2117,1315 MARSTON AVE,Ames,IA,50010.0
2118,1608 JACKSON DR,Ames,IA,50010.0
2119,3412 JEWEL DR,Ames,IA,50010.0
2120,2144 SUNSET DR 2146,Ames,IA,50014.0
2121,217 S HYLAND AVE,Ames,IA,50014.0
2122,901 RIDGEWOOD AVE,Ames,IA,50010.0
2123,540 FOREST GLEN,Ames,IA,50014.0
2124,618 DOYLE AVE,Ames,IA,50014.0
2125,5249 THACKERAY DR,Ames,IA,50014.0
2126,1207 ARIZONA AVE,Ames,IA,50014.0
2127,3805 TORONTO ST,Ames,IA,50014.0
2128,307 CRYSTAL ST,Ames,IA,50010.0
2130,1139 JOHNSON ST,Ames,IA,50010.0
2132,2416 KINGSTON DR,Ames,IA,50010.0
2133,4521 CLEMENS BLVD,Ames,IA,50014.0
2134,2006 WYNGATE DR,Ames,IA,50010.0
2135,3316 PRESTON CIR,Ames,IA,50010.0
2136,2511 KELLOGG AVE,Ames,IA,50010.0
2137,2919 NORTHWOOD DR,Ames,IA,50010.0
2138,1412 MEADOWLANE AVE,Ames,IA,50010.0
2140,5309 TABOR DR,Ames,IA,50014.0
2141,2105 FRILEY RD,Ames,IA,50014.0
2142,2502 BRISTOL DR,Ames,IA,50010.0
2143,437 HILLTOP RD,Ames,IA,50014.0
2144,811 12TH ST,Ames,IA,50010.0
2145,1412 NEBRASKA AVE,Ames,IA,50014.0
2146,2917 EISENHOWER AVE,Ames,IA,50010.0
2147,2206 WINDFIELD DR,Ames,IA,50010.0
2148,4709 TWAIN ST,Ames,IA,50014.0
2149,3116 BURNHAM DR,Ames,IA,50010.0
2150,1409 MAXWELL AVE,Ames,IA,50010.0
2151,2421 CLAYTON DR,Ames,IA,50010.0
2152,1304 20TH ST,Ames,IA,50010.0
2153,2620 CAMDEN DR,Ames,IA,50010.0
2154,3139 SYCAMORE RD,Ames,IA,50014.0
2155,925 CARROLL AVE,Ames,IA,50010.0
2156,2160 COUNTRY CLUB BLVD,Ames,IA,50014.0
2157,3115 COTTONTAIL LN,Ames,IA,50014.0
2158,202 STATE AVE,Ames,IA,50014.0
2159,1402 DOUGLAS AVE,Ames,IA,50010.0
2160,808 10TH ST,Ames,IA,50010.0
2161,3812 ONTARIO ST,Ames,IA,50014.0
2162,5317 KANSAS DR,Ames,IA,50014.0
2163,818 TENNYSON AVE,Ames,IA,50014.0
2164,318 HILLTOP RD,Ames,IA,50014.0
2165,2324 STORM ST,Ames,IA,50014.0
2166,4313 HARRISON CIR,Ames,IA,50010.0
2167,225 PARKRIDGE CIR,Ames,IA,50014.0
2168,4500 HEMINGWAY DR,Ames,IA,50014.0
2169,3215 GARNER AVE,Ames,IA,50010.0
2170,430 OLIVER AVE,Ames,IA,50014.0
2171,1701 AMHERST DR,Ames,IA,50014.0
2172,2226 DONALD ST,Ames,IA,50014.0
2173,2721 HAMPTON ST,Ames,IA,50010.0
2174,2818 TORREY PINES RD,Ames,IA,50010.0
2175,2018 BURNETT AVE,Ames,IA,50010.0
2176,1416 JEFFERSON ST,Ames,IA,50010.0
2177,2708 STATE AVE,Ames,IA,50014.0
2178,2012 COUNTRY CLUB BLVD,Ames,IA,50014.0
2179,3422 CLINTON CT,Ames,IA,50010.0
2180,1232 ARIZONA AVE,Ames,IA,50014.0
2181,218 ROCKWELL AVE,Ames,IA,50014.0
2182,1518 GOLDEN ASPEN DR,Ames,IA,50010.0
2183,4908 WALLER ST,Ames,IA,50014.0
2184,407 PEARSON AVE,Ames,IA,50014.0
2185,3604 ANNEAR ST,Ames,IA,50014.0
2186,1126 CLARK AVE,Ames,IA,50010.0
2187,1406 RIDGEWOOD AVE,Ames,IA,50010.0
2188,4907 SCHUBERT ST,Ames,IA,50014.0
2189,220 S MAPLE AVE,Ames,IA,50010.0
2190,322 WESTWOOD DR,Ames,IA,50014.0
2191,606 DOYLE AVE,Ames,IA,50014.0
2192,2860 GREENSBORO CIR,Ames,IA,50010.0
2193,1471 TRUMAN PL,Ames,IA,50010.0
2194,5513 DURANT ST,Ames,IA,50014.0
2197,1204 20TH ST,Ames,IA,50010.0
2198,1423 GLENDALE AVE,Ames,IA,50010.0
2199,3906 WESTLAWN DR,Ames,IA,50010.0
2200,5232 SCHUBERT ST,Ames,IA,50014.0
2201,2318 JENSEN AVE,Ames,IA,50010.0
2202,3201 FOXLEY DR,Ames,IA,50010.0
2203,2604 KINGSTON DR,Ames,IA,50010.0
2204,614 20TH ST,Ames,IA,50010.0
2205,2417 BRADFORD DR,Ames,IA,50010.0
2206,1436 BRECKINRIDGE CT,Ames,IA,50010.0
2207,3232 ELLIS ST,Ames,IA,50014.0
2208,304 SOUTH DAKOTA AVE,Ames,IA,50014.0
2209,2509 STORM ST 2511,Ames,IA,50014.0
2210,824 CLARK AVE,Ames,IA,50010.0
2211,5121 EMERSON DR,Ames,IA,50014.0
2212,1017 KENNEDY ST,Ames,IA,50010.0
2213,3316 ONTARIO ST,Ames,IA,50014.0
2214,2926 ROXBORO DR,Ames,IA,50010.0
2215,3312 DARTMOOR LN,Ames,IA,50014.0
2216,3005 BURNHAM DR,Ames,IA,50010.0
2217,5416 KANSAS DR,Ames,IA,50014.0
2218,1211 BURNETT AVE,Ames,IA,50010.0
2219,3431 SOUTHDALE DR,Ames,IA,50010.0
2221,2342 STORM ST,Ames,IA,50014.0
2222,2707 HAMPTON ST,Ames,IA,50010.0
2223,2802 THOMPSON DR,Ames,IA,50010.0
2224,5334 CERVANTES DR,Ames,IA,50014.0
2225,717 10TH ST,Ames,IA,50010.0
2226,1323 CARROLL AVE,Ames,IA,50010.0
2227,2110 PRAIRIE VIEW EAST,Ames,IA,50010.0
2228,902 ARIZONA AVE,Ames,IA,50014.0
2229,2222 STORM ST,Ames,IA,50014.0
2230,2223 MELROSE AVE,Ames,IA,50010.0
2231,1239 ORCHARD DR,Ames,IA,50010.0
2232,5404 NORRIS ST,Ames,IA,50014.0
2233,4624 CLEMENS BLVD,Ames,IA,50014.0
2234,633 9TH ST,Ames,IA,50010.0
2235,303 N RUSSELL AVE,Ames,IA,50010.0
2236,2805 WHITE OAK DR,Ames,IA,50014.0
2237,2221 CLARK AVE,Ames,IA,50010.0
2238,930 DUFF AVE,Ames,IA,50010.0
2239,809 HUNZIKER DR,Ames,IA,50010.0
2241,2920 NORTHRIDGE PKWY,Ames,IA,50014.0
2242,2804 NORTHWESTERN AVE,Ames,IA,50010.0
2243,623 RIVER OAK DR,Ames,IA,50010.0
2244,3611 OAKLAND ST,Ames,IA,50014.0
2245,1230 MARSTON AVE,Ames,IA,50010.0
2246,2017 NORTHWESTERN AVE,Ames,IA,50010.0
2247,2816 LINCOLN WAY,Ames,IA,50014.0
2248,1209 SCHOLL RD,Ames,IA,50014.0
2249,3018 DIAMOND ST,Ames,IA,50010.0
2250,1465 BRECKINRIDGE CT,Ames,IA,50010.0
2251,3119 HARRISON RD,Ames,IA,50010.0
2252,5007 KANSAS DR,Ames,IA,50014.0
2253,3902 VALLEY VIEW RD,Ames,IA,50010.0
2254,3515 EMERALD DR,Ames,IA,50010.0
2255,1712 COOLIDGE DR,Ames,IA,50010.0
2256,5303 THACKERAY DR,Ames,IA,50014.0
2257,512 10TH ST,Ames,IA,50010.0
2258,818 MURRAY DR,Ames,IA,50010.0
2259,3825 MARIGOLD DR,Ames,IA,50014.0
2260,1123 HARDING AVE,Ames,IA,50010.0
2261,618 CRAWFORD AVE,Ames,IA,50010.0
2262,4142 TORONTO ST,Ames,IA,50014.0
2263,3113 RED FOX RD,Ames,IA,50014.0
2264,830 RIDGEWOOD AVE,Ames,IA,50010.0
2265,336 ROCKWELL AVE,Ames,IA,50014.0
2266,212 S HAZEL AVE,Ames,IA,50010.0
2267,1111 OKLAHOMA DR,Ames,IA,50014.0
2268,3733 BLANSHAN DR,Ames,IA,50010.0
2269,1401 RIDGEWOOD AVE,Ames,IA,50010.0
2270,1103 WILSON AVE,Ames,IA,50010.0
2271,2004 GREENBRIAR CIR,Ames,IA,50014.0
2272,3101 BECKLEY ST,Ames,IA,50010.0
2273,515 BROWN CT,Ames,IA,50014.0
2274,202 TODD CIR,Ames,IA,
2275,2827 WOOD ST,Ames,IA,50014.0
2276,1109 MARSTON AVE,Ames,IA,50010.0
2277,321 JEWEL DR,Ames,IA,50010.0
2278,1718 ROOSEVELT AVE,Ames,IA,50010.0
2279,1704 PIERCE CT,Ames,IA,50010.0
2280,2149 PRAIRIE VIEW EAST,Ames,IA,50010.0
2281,217 S HAZEL AVE,Ames,IA,50010.0
2282,411 E 13TH ST,Ames,IA,50010.0
2283,815 8TH ST,Ames,IA,50010.0
2284,125 13TH ST,Ames,IA,50010.0
2285,1330 GRAND AVE,Ames,IA,50010.0
2286,311 DOTSON DR,Ames,IA,50014.0
2287,3306 KENT AVE,Ames,IA,50010.0
2288,1111 28TH ST,Ames,IA,50010.0
2289,317 NORTH DAKOTA AVE,Ames,IA,50014.0
2290,2231 STORM ST,Ames,IA,50014.0
2291,2826 MONROE DR,Ames,IA,50010.0
2292,2816 PINEHURST CIR,Ames,IA,50010.0
2293,4002 MARIGOLD DR,Ames,IA,50014.0
2294,3318 SOUTHDALE DR,Ames,IA,50010.0
2295,2933 WHITE OAK DR,Ames,IA,50014.0
2296,1320 INDIANA AVE,Ames,IA,50014.0
2298,4205 WESTBROOK DR,Ames,IA,50014.0
2299,1225 ARIZONA AVE,Ames,IA,50014.0
2300,2902 WOOD ST,Ames,IA,50014.0
2301,1220 CARROLL AVE,Ames,IA,50010.0
2302,3820 BERKSHIRE AVE,Ames,IA,50010.0
2303,4309 HARRISON CIR,Ames,IA,50010.0
2304,1431 MARSTON AVE,Ames,IA,50010.0
2305,120 E 7TH ST,Ames,IA,50010.0
2306,719 KELLOGG AVE,Ames,IA,50010.0
2307,224 SOUTH DAKOTA AVE,Ames,IA,50014.0
2308,2877 GREENSBORO CIR,Ames,IA,50010.0
2309,116 15TH ST,Ames,IA,50010.0
2310,1310 WOODSTOCK AVE,Ames,IA,50014.0
2312,5426 KANSAS DR,Ames,IA,50014.0
2313,4205 COCHRANE PKWY,Ames,IA,0.0
2314,1410 16TH ST,Ames,IA,50010.0
2317,3125 WHITETAIL LN,Ames,IA,50014.0
2318,1109 OKLAHOMA DR,Ames,IA,50014.0
2319,1819 24TH ST,Ames,IA,50010.0
2321,2500 KELLOGG AVE,Ames,IA,50010.0
2322,2529 NORTHWOOD DR,Ames,IA,50010.0
2323,2816 GREENSBORO DR,Ames,IA,50010.0
2324,2911 EISENHOWER AVE,Ames,IA,50010.0
2325,2213 JENSEN AVE,Ames,IA,50010.0
2326,3822 HYDE AVE,Ames,IA,50010.0
2327,3508 EMERALD DR,Ames,IA,50010.0
2328,1519 STONE BROOKE RD,Ames,IA,50010.0
2330,322 TOPAZ CT,Ames,IA,50010.0
2331,3103 CEDAR LN,Ames,IA,50013.0
2332,4011 HYDE AVE,Ames,IA,50010.0
2333,3321 KINGMAN RD,Ames,IA,50014.0
2334,1019 KENNEDY ST,Ames,IA,50010.0
2335,910 BURNETT AVE,Ames,IA,50010.0
2336,1123 N 3RD ST,Ames,IA,50010.0
2337,2609 STANGE RD,Ames,IA,50010.0
2338,809 CLARK AVE,Ames,IA,50010.0
2339,2301 FERNDALE AVE,Ames,IA,50010.0
2340,2110 COUNTRY CLUB BLVD,Ames,IA,50014.0
2341,1461 BRECKINRIDGE CT,Ames,IA,50010.0
2343,2908 WHITE OAK DR,Ames,IA,50014.0
2344,3115 BECKLEY ST,Ames,IA,50010.0
2345,1230 BURNETT AVE,Ames,IA,50010.0
2346,2220 BURNETT AVE,Ames,IA,50010.0
2347,3720 COLUMBINE CIR,Ames,IA,50010.0
2348,4805 WALLER ST,Ames,IA,50014.0
2349,4105 BRICKMAN AVE,Ames,IA,50010.0
2350,5428 NORRIS ST,Ames,IA,50014.0
2351,1226 IDAHO CT,Ames,IA,50014.0
2352,1112 ROOSEVELT AVE,Ames,IA,50010.0
2353,3808 WESTLAWN DR,Ames,IA,50010.0
2354,1406 JEFFERSON ST,Ames,IA,50010.0
2355,2032 PINEHURST DR,Ames,IA,50010.0
2356,3033 BURNHAM DR,Ames,IA,50010.0
2357,3327 PRESTON CIR,Ames,IA,50010.0
2358,1531 ROOSEVELT AVE,Ames,IA,50010.0
2359,1337 ARIZONA AVE,Ames,IA,50014.0
2360,3810 BERKSHIRE AVE,Ames,IA,50010.0
2361,721 NORTHWESTERN AVE,Ames,IA,50010.0
2362,4630 CLEMENS BLVD,Ames,IA,50014.0
2363,5443 CLEMENS BLVD,Ames,IA,50014.0
2364,1323 ARIZONA AVE,Ames,IA,50014.0
2365,3840 WESTLAWN DR,Ames,IA,50010.0
2366,4519 HEMINGWAY DR,Ames,IA,50014.0
2367,1415 KENTUCKY AVE,Ames,IA,50014.0
2368,4213 WESTBROOK DR,Ames,IA,50014.0
2370,502 ELY CIR,Ames,IA,50010.0
2371,403 HILLTOP RD,Ames,IA,50014.0
2372,2825 LINCOLN WAY,Ames,IA,50014.0
2373,508 ELY CIR,Ames,IA,50010.0
2374,500 KEN MARIL RD,Ames,IA,50010.0
2375,1210 KINYON CIR,Ames,IA,50010.0
2376,1206 26TH ST,Ames,IA,50010.0
2377,1317 TRUMAN PL,Ames,IA,50010.0
2378,1014 MARSTON AVE,Ames,IA,50010.0
2379,5412 MARYLAND ST,Ames,IA,50014.0
2380,5425 DURANT ST,Ames,IA,50014.0
2381,1004 GRAND AVE,Ames,IA,50010.0
2382,1626 BURNETT AVE,Ames,IA,50010.0
2383,1323 JEFFERSON ST,Ames,IA,50010.0
2384,2031 FRILEY RD,Ames,IA,50014.0
2385,2012 TAYLOR CIR,Ames,IA,50010.0
