,Unnamed: 0,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageArea,MiscVal,MoSold,YrSold,bathrm_cnt,patioSF,Prop_Addr,Full_Adr,gcode,lat,long,dist,zip,tract,income,FinBsmtSF,TotalSF
683,683,528174080,1364,185850,120,RL,43.0,7052,Pave,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,705.0,1364.0,1364,0,2,Gd,6,1,484.0,0,6,2006,3.0,228,2902 HARRISON RD,"2902 HARRISON RD, Ames, IA","2902, Harrison Road, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.059488073996896,-93.64858316787584,3.651069335227764,50010.0,19169000100.0,82985.0,659.0,2728.0
684,684,910200040,1517,115000,50,RM,85.0,8500,Pave,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,793.0,793.0,997,520,3,Fa,7,0,0.0,0,8,2007,2.0,144,103 S RUSSELL AVE,"103 S RUSSELL AVE, Ames, IA","103, South Russell Avenue, Iowa State Center, Ames, Story County, Iowa, 50010, United States",42.02271846938776,-93.62844465306122,1.5562180418278564,50010.0,,,0.0,2310.0
685,685,528294060,1651,185900,60,RL,77.0,8390,Pave,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,831.0,831.0,873,778,3,TA,7,1,450.0,0,5,2008,2.5,103,3816 HYDE AVE,"3816 HYDE AVE, Ames, IA","3816, Hyde Avenue, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.05866265772722,-93.64084551761728,3.5857528249496537,50010.0,19169000100.0,82985.0,0.0,2482.0
686,686,902128150,1436,155000,190,RM,60.0,10800,Pave,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,294.0,884.0,884,552,3,TA,8,2,828.0,0,5,2008,2.0,126,1116 BURNETT AVE 1118,"1116 BURNETT AVE 1118, Ames, IA","1116, Burnett Avenue, Downtown, Ames, Story County, Iowa, 50010, United States",42.032355714285714,-93.61541004081631,2.6446101465096272,50010.0,19169000900.0,37028.0,590.0,2320.0
687,687,535451010,910,116000,20,RL,74.0,8892,Pave,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,105.0,105.0,910,0,3,Gd,5,0,414.0,0,10,2008,1.0,346,214 E 16TH ST,"214 E 16TH ST, Ames, IA","214, East 16th Street, Ames, Story County, Iowa, 50010, United States",42.03818257142857,-93.608716,3.37280478844462,50010.0,19169000200.0,52375.0,0.0,1015.0
688,688,533221060,1573,177000,160,FV,24.0,2117,Pave,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,339.0,756.0,769,804,3,Gd,4,0,440.0,0,9,2007,2.5,32,2717 HAMPTON ST,"2717 HAMPTON ST, Ames, IA","2717, Hampton Street, Somerset, Ames, Story County, Iowa, 50010, United States",42.04617314973377,-93.64670256703432,2.16605984240731,50010.0,19169000100.0,82985.0,417.0,2329.0
689,689,535175050,1215,155000,20,RL,66.0,12400,Pave,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,630.0,1215.0,1215,0,3,TA,6,0,297.0,0,6,2009,1.0,234,2315 DUFF AVE,"2315 DUFF AVE, Ames, IA","2315, Duff Avenue, Ames, Story County, Iowa, 50010, United States",42.04484298006625,-93.61406195922254,3.354683979281415,50010.0,19169000200.0,52375.0,585.0,2430.0
690,690,905104210,912,125000,20,RL,70.0,8521,Pave,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,70.0,912.0,912,0,3,TA,5,1,336.0,0,5,2010,1.0,0,823 YUMA AVE,"823 YUMA AVE, Ames, IA","823, Yuma Avenue, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.02996191433617,-93.6781799948893,2.64252469155136,50014.0,19169000600.0,60833.0,842.0,1824.0
691,691,907275080,1592,228000,20,RL,73.0,11927,Pave,CollgCr,Norm,Norm,1Fam,1Story,8,5,1994,1995,683.0,1556.0,1592,0,3,Gd,7,1,484.0,0,6,2007,2.0,155,4539 HEMINGWAY DR,"4539 HEMINGWAY DR, Ames, IA","4539, Hemingway Drive, Hillside, Ames, Story County, Iowa, 50014, United States",42.01886106272859,-93.6821084956379,3.0688132045967835,50014.0,19169001301.0,33311.0,873.0,3148.0
692,692,907285080,1908,210000,60,RL,70.0,8750,Pave,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,273.0,915.0,933,975,4,Gd,8,1,493.0,0,7,2008,3.5,277,4532 CLEMENS BLVD,"4532 CLEMENS BLVD, Ames, IA","4532, Clemens Boulevard, Hillside, Ames, Story County, Iowa, 50014, United States",42.01785786161569,-93.6801774863413,2.9514873707004665,50014.0,19169001301.0,33311.0,642.0,2823.0
693,693,907285050,1716,191000,60,RL,70.0,8750,Pave,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,880.0,880.0,909,807,2,Gd,7,1,512.0,0,7,2009,2.5,120,4606 CLEMENS BLVD,"4606 CLEMENS BLVD, Ames, IA","4606, Clemens Boulevard, Hillside, Ames, Story County, Iowa, 50014, United States",42.01784829160197,-93.68118917350554,3.03078011892354,50014.0,19169001301.0,33311.0,0.0,2596.0
694,694,528118040,2758,418000,60,RL,118.0,13654,Pave,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,1704.0,1704.0,1722,1036,4,Ex,9,1,814.0,0,5,2007,2.5,337,3311 PRESTON CIR,"3311 PRESTON CIR, Ames, IA","3311, Preston Circle, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.06042751020408,-93.65749616326532,3.859900972385925,50010.0,19169000100.0,82985.0,0.0,4462.0
695,695,907255050,1787,275000,20,RL,,14781,Pave,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,1753.0,1753.0,1787,0,3,Gd,7,1,748.0,0,8,2006,2.0,348,503 BROWN CT,"503 BROWN CT, Ames, IA","503, Brown Court, Hillside, Ames, Story County, Iowa, 50014, United States",42.01719142857143,-93.68561179591838,3.4005176860387745,50014.0,19169001301.0,33311.0,0.0,3540.0
696,696,905105190,899,130000,20,RL,65.0,7800,Pave,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,414.0,864.0,899,0,3,Gd,5,0,288.0,0,6,2009,1.0,64,822 YUMA AVE,"822 YUMA AVE, Ames, IA","822, Yuma Avenue, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.02992519260834,-93.6779561719857,2.623647260488801,50014.0,19169000600.0,60833.0,450.0,1763.0
697,697,923201100,1008,139500,20,RL,75.0,12518,Pave,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,476.0,1008.0,1008,0,3,Gd,6,0,384.0,0,4,2009,1.0,144,601 JEWEL DR,"601 JEWEL DR, Ames, IA","601, Jewel Drive, Ames, Story County, Iowa, 50010, United States",41.993425,-93.604106,5.096547032237536,50010.0,19169001302.0,59234.0,532.0,2016.0
698,698,528120030,1743,335000,20,RL,87.0,10367,Pave,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,724.0,1739.0,1743,0,3,Ex,8,1,927.0,0,6,2009,3.0,213,3112 WESTON DR,"3112 WESTON DR, Ames, IA","3112, Weston Drive, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.06125391005535,-93.65429293465564,3.896959468492165,50010.0,19169000100.0,82985.0,1015.0,3482.0
699,699,907135170,990,138000,20,RL,60.0,8072,Pave,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,244.0,990.0,990,0,3,TA,5,0,480.0,0,5,2009,2.0,64,5449 FROST DR,"5449 FROST DR, Ames, IA","5449, Frost Drive, Bentwood, Ames, Story County, Iowa, 50014, United States",42.01887172555679,-93.69257045338068,3.905126931701264,50014.0,19169001301.0,33311.0,746.0,1980.0
700,700,535478010,999,134500,85,RL,69.0,10205,Pave,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,141.0,925.0,999,0,3,TA,6,0,300.0,0,5,2006,2.0,222,510 E 14TH ST,"510 E 14TH ST, Ames, IA","510, East 14th Street, Crestwood, Ames, Story County, Iowa, 50010, United States",42.0354431086131,-93.60569883577747,3.5084464249100367,50010.0,19169000200.0,52375.0,784.0,1924.0
701,701,535180120,1104,133000,20,RL,75.0,10425,Pave,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,330.0,1104.0,1104,0,3,TA,5,0,384.0,0,4,2008,2.0,0,217 20TH ST,"217 20TH ST, Ames, IA","217, 20th Street, Ames, Story County, Iowa, 50010, United States",42.04210733692971,-93.61285385715064,3.265515063354297,50010.0,19169000200.0,52375.0,774.0,2208.0
702,702,534426110,1041,124500,20,RL,80.0,9600,Pave,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,50.0,1041.0,1041,0,3,TA,6,0,270.0,0,7,2009,2.0,312,1926 HUNZIKER DR,"1926 HUNZIKER DR, Ames, IA","1926, Hunziker Drive, Melrose Park, Ames, Story County, Iowa, 50010, United States",42.04122444683396,-93.62456660627306,2.427655176550127,50010.0,19169000400.0,61991.0,991.0,2082.0
703,703,535403150,1194,159500,20,RL,79.0,8910,Pave,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,0.0,655.0,1194,0,3,TA,6,1,539.0,0,7,2006,1.5,192,313 E 16TH ST,"313 E 16TH ST, Ames, IA","313, East 16th Street, Ames, Story County, Iowa, 50010, United States",42.03835063265306,-93.60764075510204,3.462136859901806,50010.0,19169000200.0,52375.0,655.0,1849.0
704,704,531376010,1640,173000,60,RL,65.0,8366,Pave,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,798.0,798.0,798,842,3,Gd,6,0,520.0,0,12,2008,2.5,183,1410 CALIFORNIA AVE,"1410 CALIFORNIA AVE, Ames, IA","1410, California Avenue, Brookview Place, Ames, Story County, Iowa, 50014, United States",42.03678026115666,-93.6912138297628,3.860599271961544,50014.0,19169000600.0,60833.0,0.0,2438.0
705,705,905475520,943,80000,30,RL,,11515,Pave,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,0.0,0.0,943,0,3,Gd,5,0,308.0,0,8,2007,1.0,60,309 COLORADO CIR,"309 COLORADO CIR, Ames, IA","309, Colorado Circle, Ames, Story County, Iowa, 50014, United States",42.02508203703704,-93.66355788888887,1.4208723061347313,50014.0,19169000700.0,21333.0,0.0,943.0
706,706,907175030,1525,235000,20,RL,70.0,9100,Pave,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,125.0,1525.0,1525,0,3,Gd,6,0,541.0,0,9,2006,3.0,255,5423 THACKERAY DR,"5423 THACKERAY DR, Ames, IA","5423, Thackeray Drive, Bentwood, Ames, Story County, Iowa, 50014, United States",42.01816904567709,-93.69174026119212,3.8567875312382673,50014.0,19169001301.0,33311.0,1400.0,3050.0
707,707,527212050,2504,325000,60,RL,77.0,11198,Pave,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,1122.0,1122.0,1134,1370,4,Ex,11,1,656.0,0,6,2008,2.5,183,4014 EDGEWATER DR,"4014 EDGEWATER DR, Ames, IA","4014, Edgewater Drive, The Reserve, Ames, Story County, Iowa, 50010, United States",42.06055254736842,-93.62885495789476,4.037666314293251,50010.0,19169000100.0,82985.0,0.0,3626.0
708,708,902201110,1328,129500,50,RM,50.0,6000,Pave,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,384.0,768.0,768,560,3,TA,6,0,308.0,0,3,2009,1.5,12,1212 CARROLL AVE,"1212 CARROLL AVE, Ames, IA","1212, Carroll Avenue, Sunrise, Ames, Story County, Iowa, 50010, United States",42.03347424489796,-93.6088341632653,3.201903167680637,50010.0,19169000900.0,37028.0,384.0,2096.0
709,709,906201030,1732,178000,60,RL,77.0,9206,Pave,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,741.0,741.0,977,755,3,Gd,7,1,476.0,0,6,2010,2.5,238,1149 OKLAHOMA DR,"1149 OKLAHOMA DR, Ames, IA","1149, Oklahoma Drive, Spring Valley, Ontario, Ames, Story County, Iowa, 50014, United States",42.03318050758283,-93.68572630529712,3.3201088075594125,50014.0,19169000600.0,60833.0,0.0,2473.0
710,710,535325130,1145,127000,80,RL,55.0,7700,Pave,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,30.0,301.0,1145,0,3,TA,6,0,684.0,0,9,2006,1.0,0,209 17TH ST,"209 17TH ST, Ames, IA","209, 17th Street, Ames, Story County, Iowa, 50010, United States",42.03939307692308,-93.61263997435896,3.1335009144097947,50010.0,19169000200.0,52375.0,271.0,1446.0
711,711,533213040,1471,172500,160,FV,34.0,3230,Pave,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,348.0,729.0,742,729,3,TA,6,0,440.0,0,3,2009,2.5,24,2723 BRISTOL DR,"2723 BRISTOL DR, Ames, IA","2723, Bristol Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.047117,-93.646828,2.271141154550268,50010.0,19169000100.0,82985.0,381.0,2200.0
712,712,527352150,2050,154000,60,RL,,13250,Pave,NWAmes,RRNn,Norm,1Fam,2Story,7,6,1978,1978,832.0,832.0,1154,896,4,Gd,8,1,529.0,0,5,2009,2.5,384,2108 STEVENSON DR,"2108 STEVENSON DR, Ames, IA","2108, Stevenson Drive, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.05183843368243,-93.6379785407475,2.8833943015547003,50010.0,19169000300.0,60500.0,0.0,2882.0
713,713,903226060,1672,164900,50,RM,50.0,6000,Pave,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,460.0,981.0,1014,658,3,Gd,6,1,240.0,0,7,2008,1.5,11,1209 MARSTON AVE,"1209 MARSTON AVE, Ames, IA","1209, Marston Avenue, Ames, Story County, Iowa, 50010, United States",42.03347295918367,-93.62370485714284,2.028437966510771,50010.0,19169000900.0,37028.0,521.0,2653.0
714,714,923227080,1404,160000,20,RL,83.0,13383,Pave,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,2000,594.0,1188.0,1404,0,3,TA,7,1,504.0,0,3,2009,2.0,16,3318 JEWEL DR,"3318 JEWEL DR, Ames, IA","Jewel Drive, Ames, Story County, Iowa, 50010, United States",41.9933402,-93.6041191,5.102659348259241,50010.0,19169001302.0,59234.0,594.0,2592.0
715,715,907252060,2184,254750,60,RL,,12334,Pave,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,1068.0,1068.0,1068,1116,4,Gd,8,1,570.0,0,6,2009,2.5,324,4923 HEMINGWAY DR,"4923 HEMINGWAY DR, Ames, IA","4923, Hemingway Drive, Hillside, Ames, Story County, Iowa, 50014, United States",42.01871422062152,-93.6863105192118,3.407373179016816,50014.0,19169001301.0,33311.0,0.0,3252.0
716,716,528102010,1980,315000,20,RL,129.0,16737,Pave,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,533.0,1980.0,1980,0,3,Ex,8,1,770.0,0,9,2006,3.0,239,4205 WEMBLEY AVE,"4205 WEMBLEY AVE, Ames, IA","4205, Wembley Avenue, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.06176391836735,-93.65861987755102,4.026594411066018,50010.0,19169000100.0,82985.0,1447.0,3960.0
717,717,533208040,1241,199900,120,FV,35.0,4274,Pave,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,135.0,1241.0,1241,0,1,Gd,4,0,569.0,0,11,2007,2.5,116,2810 NORTHRIDGE LN,"2810 NORTHRIDGE LN, Ames, IA","2810, Northridge Lane, Somerset, Ames, Story County, Iowa, 50010, United States",42.04769896383669,-93.6466556166478,2.3357466241823803,50010.0,19169000100.0,82985.0,1106.0,2482.0
718,718,534128090,1610,185000,20,RL,108.0,11358,Pave,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,778.0,1124.0,1610,0,3,Gd,8,1,515.0,0,5,2007,2.0,458,2703 PIERCE AVE,"2703 PIERCE AVE, Ames, IA","2703, Pierce Avenue, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.04772546508857,-93.63152308199788,2.64578017443368,50010.0,19169000300.0,60500.0,346.0,2734.0
719,719,908103260,1033,165000,85,RL,64.0,12102,Pave,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,0.0,456.0,1033,0,3,TA,6,0,504.0,0,4,2008,1.5,224,4117 APLIN RD,"4117 APLIN RD, Ames, IA","4117, Aplin Road, Ames, Story County, Iowa, 50014, United States",42.02000289795919,-93.67364530612244,2.363465480416865,50014.0,19169001301.0,33311.0,456.0,1489.0
720,720,903231180,1322,132000,50,RM,52.0,6240,Pave,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1939,1952,624.0,672.0,899,423,4,TA,7,0,280.0,0,7,2007,2.0,0,1018 CURTISS AVE,"1018 CURTISS AVE, Ames, IA","1018, Curtiss Avenue, Ames, Story County, Iowa, 50010, United States",42.031539081816845,-93.62450668469695,1.895173861033841,50010.0,19169000900.0,37028.0,48.0,1994.0
721,721,533206050,1391,196000,120,FV,59.0,4282,Pave,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,1375.0,1391.0,1391,0,2,Gd,5,0,530.0,0,7,2008,2.0,314,2813 BRISTOL DR,"2813 BRISTOL DR, Ames, IA","2813, Bristol Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.04748696849148,-93.64765887536495,2.314112236356874,50010.0,19169000100.0,82985.0,16.0,2782.0
722,722,535403280,1306,153000,20,RL,64.0,8712,Pave,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,132.0,992.0,1306,0,2,TA,5,0,756.0,0,5,2009,2.0,0,1640 CARROLL AVE,"1640 CARROLL AVE, Ames, IA","1640, Carroll Avenue, Edgewood Terrace, Ames, Story County, Iowa, 50010, United States",42.03914984821677,-93.60930168616562,3.370803370701536,50010.0,19169000200.0,52375.0,860.0,2298.0
723,723,907192030,1660,195000,60,RL,68.0,8935,Pave,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,831.0,831.0,831,829,3,Gd,7,0,493.0,0,7,2009,2.5,212,5313 CLEMENS BLVD,"5313 CLEMENS BLVD, Ames, IA","5313, Clemens Boulevard, Bentwood, Ames, Story County, Iowa, 50014, United States",42.01683112623088,-93.68964000369684,3.729913517252729,50014.0,19169001301.0,33311.0,0.0,2491.0
724,724,914465060,1689,271000,20,RL,,13265,Pave,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,350.0,1568.0,1689,0,3,Gd,7,2,857.0,0,7,2008,3.0,209,305 TOPAZ CT,"305 TOPAZ CT, Ames, IA","305, Topaz Court, Ames, Story County, Iowa, 50010, United States",41.99713146754121,-93.6072490569355,4.619477988699322,50010.0,19169001302.0,59234.0,1218.0,3257.0
725,725,903228120,904,119000,45,RM,50.0,6000,Pave,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,884.0,884.0,904,0,2,TA,4,0,180.0,0,1,2009,1.0,105,1214 ROOSEVELT AVE,"1214 ROOSEVELT AVE, Ames, IA","1214, Roosevelt Avenue, Ames, Story County, Iowa, 50010, United States",42.03356314285715,-93.62241285714283,2.1314889547087565,50010.0,19169000900.0,37028.0,0.0,1788.0
726,726,903229040,1118,119900,190,RM,65.0,7800,Pave,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,286.0,793.0,793,325,3,TA,5,1,410.0,0,5,2006,2.0,271,1209 GRAND AVE,"1209 GRAND AVE, Ames, IA","Grand Avenue, Ames, Story County, Iowa, 50010, United States",42.0551216,-93.620542,3.8199541681152094,50010.0,19169000900.0,37028.0,507.0,1911.0
727,727,535101120,1584,124000,90,RL,65.0,8944,Pave,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,1584.0,1584.0,1584,0,4,TA,8,0,792.0,0,4,2009,2.0,152,2718 LUTHER DR,"2718 LUTHER DR, Ames, IA","2718, Luther Drive, Broadmoor, Ames, Story County, Iowa, 50010, United States",42.04832516560455,-93.6198595345658,3.260259112722453,50010.0,19169000200.0,52375.0,0.0,3168.0
728,728,527180040,1341,171500,20,RL,85.0,10176,Pave,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,663.0,1300.0,1341,0,2,Gd,5,1,506.0,0,2,2010,2.5,192,3629 FLETCHER BLVD,"3629 FLETCHER BLVD, Ames, IA","3629, Fletcher Boulevard, Stone Brooke, Ames, Story County, Iowa, 50010, United States",42.057985,-93.634747,3.612719653952295,50010.0,19169000100.0,82985.0,637.0,2641.0
729,729,902110080,1389,135000,60,RM,60.0,3378,Pave,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,651.0,651.0,707,682,3,TA,6,2,240.0,0,9,2009,1.5,126,509 9TH ST,"509 9TH ST, Ames, IA","509, 9th Street, Ames, Story County, Iowa, 50010, United States",42.03028234502641,-93.61727963334768,2.446931418534312,50010.0,19169000900.0,37028.0,0.0,2040.0
730,730,902405120,1480,119000,50,RM,60.0,5400,Pave,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,972.0,972.0,1044,0,3,TA,6,0,207.0,0,9,2009,1.0,176,618 CARROLL AVE,"618 CARROLL AVE, Ames, IA","618, Carroll Avenue, Sunrise, Ames, Story County, Iowa, 50010, United States",42.027279412009655,-93.60867480737409,3.1259636145728105,50010.0,19169000900.0,37028.0,0.0,2016.0
731,731,924100070,1389,170000,20,RL,77.0,10010,Pave,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,195.0,1389.0,1389,0,2,TA,6,1,418.0,0,4,2006,2.0,278,3508 JEWEL DR,"3508 JEWEL DR, Ames, IA","Jewel Drive, Ames, Story County, Iowa, 50010, United States",41.9933402,-93.6041191,5.102659348259241,50010.0,19169001302.0,59234.0,1194.0,2778.0
732,732,903454020,819,72000,30,RM,50.0,9000,Pave,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,610.0,610.0,819,0,2,Gd,4,0,0.0,0,9,2006,1.0,0,1214 N 3RD ST,"1214 N 3RD ST, Ames, IA","1214, North 3rd Street, Iowa State Center, Ames, Story County, Iowa, 50010, United States",42.02510471428571,-93.62715557142856,1.6081763681365129,50010.0,,,0.0,1429.0
733,733,527110120,1600,169000,60,RL,57.0,8773,Pave,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,916.0,916.0,916,684,3,TA,7,1,460.0,0,8,2007,2.5,138,2036 WYNGATE DR,"2036 WYNGATE DR, Ames, IA","Wyngate Drive, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.0607983,-93.6364315,3.8828655387510462,50010.0,19169000100.0,82985.0,0.0,2516.0
734,734,902136110,1080,95000,50,RM,44.0,5914,Pave,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,684.0,684.0,684,396,3,Gd,5,0,0.0,0,9,2008,1.0,195,111 9TH ST,"111 9TH ST, Ames, IA","111, 9th Street, Ames, Story County, Iowa, 50010, United States",42.03024178915276,-93.6108383261398,2.9726899256364963,50010.0,19169000900.0,37028.0,0.0,1764.0
735,735,907130060,1200,177500,20,RL,105.0,11249,Pave,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,322.0,1200.0,1200,0,3,Gd,6,0,521.0,0,8,2007,3.0,26,5250 SCHUBERT ST,"5250 SCHUBERT ST, Ames, IA","5250, Schubert Street, Bentwood, Ames, Story County, Iowa, 50014, United States",42.02120044753399,-93.68889377734922,3.555955355998243,50014.0,19169001301.0,33311.0,878.0,2400.0
736,736,526350040,896,105000,20,RH,80.0,11622,Pave,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,270.0,882.0,896,0,2,TA,5,0,730.0,0,6,2010,1.0,260,3109 GROVE AVE,"3109 GROVE AVE, Ames, IA","3109, Grove Avenue, Overland Heights, Ames, Story County, Iowa, 50010, United States",42.052806,-93.619783,3.6473139048309577,50010.0,19169000200.0,52375.0,612.0,1778.0
737,737,535352090,793,113000,30,RL,80.0,8480,Pave,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,93.0,793.0,793,0,2,Fa,4,0,240.0,0,8,2009,2.0,0,425 15TH ST,"425 15TH ST, Ames, IA","425, 15th Street, Ames, Story County, Iowa, 50010, United States",42.037115346938776,-93.61603242857144,2.7709787570417403,50010.0,19169000200.0,52375.0,700.0,1586.0
738,738,907295100,1838,185000,90,RM,83.0,10126,Pave,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,83.0,1838.0,1838,0,2,TA,8,0,721.0,0,7,2008,4.0,227,4551 TWAIN CIR,"4551 TWAIN CIR, Ames, IA","4551, Twain Circle, Ames, Story County, Iowa, 50014, United States",42.01627970148097,-93.68062111909748,3.04843284661272,50014.0,19169001301.0,33311.0,1755.0,3676.0
739,739,528431060,1563,245000,20,RL,78.0,10206,Pave,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,1530.0,1563.0,1563,0,3,Gd,6,1,758.0,0,10,2008,2.0,243,2515 DALTON ST,"2515 DALTON ST, Ames, IA","2515, Dalton Street, Taylor Glen, Ames, Story County, Iowa, 50010, United States",42.05431157972937,-93.64253480339607,3.0886492094263853,50010.0,19169000100.0,82985.0,33.0,3126.0
740,740,535126040,1888,190000,20,RL,137.0,16492,Pave,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,557.0,1517.0,1888,0,2,Gd,6,1,578.0,0,6,2010,2.5,0,2613 DUFF AVE,"2613 DUFF AVE, Ames, IA","2613, Duff Avenue, Ames, Story County, Iowa, 50010, United States",42.04739544326311,-93.6142805154145,3.5190429421160245,50010.0,19169000200.0,52375.0,960.0,3405.0
741,741,534477110,1668,140000,50,RL,80.0,9600,Pave,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,736.0,856.0,1112,556,3,TA,6,0,271.0,0,9,2009,1.5,0,1411 ROOSEVELT AVE,"1411 ROOSEVELT AVE, Ames, IA","1411, Roosevelt Avenue, Ames, Story County, Iowa, 50010, United States",42.03598415118583,-93.62268006475738,2.222470020499132,50010.0,19169000400.0,61991.0,120.0,2524.0
742,742,528222010,2373,258000,60,RL,96.0,11631,Pave,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,1052.0,1052.0,1052,1321,4,Gd,9,1,632.0,0,6,2006,2.5,166,4106 WELBECK DR,"4106 WELBECK DR, Ames, IA","4106, Welbeck Drive, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.06162825548448,-93.643988570908,3.8905986876923344,50010.0,19169000100.0,82985.0,0.0,3425.0
743,743,923203010,936,140000,120,RM,62.0,6710,Pave,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,0.0,920.0,936,0,0,TA,3,0,460.0,0,6,2007,2.5,40,3302 EMERALD DR,"3302 EMERALD DR, Ames, IA","3302, Emerald Drive, Ames, Story County, Iowa, 50010, United States",41.99323482050913,-93.60816040856515,4.888358730134064,50010.0,19169001302.0,59234.0,920.0,1856.0
744,744,535154060,1329,176000,20,RL,,12285,Pave,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,785.0,1329.0,1329,0,3,TA,5,2,441.0,0,8,2009,1.5,203,2215 KELLOGG AVE,"2215 KELLOGG AVE, Ames, IA","2215, Kellogg Avenue, Broadmoor, Ames, Story County, Iowa, 50010, United States",42.04410238605175,-93.61493435062953,3.2476471292694,50010.0,19169000200.0,52375.0,544.0,2658.0
