,tract,PID,income
892,19169000200.0,535376090,52375
893,19169000200.0,526302040,52375
894,19169000100.0,528188160,82985
895,19169000300.0,527451450,60500
896,19169000200.0,535453150,52375
897,19169001302.0,907412020,59234
899,19169001302.0,907252220,59234
900,19169000200.0,535354260,52375
901,19169001000.0,910206010,26009
902,19169000900.0,903232030,37028
903,19169001302.0,921201060,59234
904,19169000200.0,535353040,52375
905,19169000400.0,534427040,61991
906,19169000100.0,527368020,82985
907,19169000600.0,905103110,60833
908,19169000100.0,528477080,82985
909,19169000900.0,903230120,37028
910,19169000600.0,906475050,60833
911,19169000100.0,528429070,82985
912,19169000700.0,905426010,21333
913,19169000100.0,528150080,82985
914,19169000400.0,534450090,61991
915,19169000400.0,534403440,61991
916,19169000600.0,905201080,60833
917,19169001302.0,914476380,59234
918,19169000100.0,533223110,82985
919,19169000400.0,534426040,61991
920,19169000300.0,527358140,60500
921,19169000100.0,528102030,82985
922,19169000600.0,905107320,60833
923,19169000100.0,528228290,82985
924,19169000300.0,527427210,60500
925,19169001100.0,909100110,20878
926,19169000100.0,528228415,82985
927,19169001100.0,909281130,20878
928,19169001302.0,907202240,59234
929,19169000900.0,903400040,37028
930,19169000600.0,532351060,60833
931,19169000600.0,532377100,60833
932,19169000300.0,527325240,60500
933,19169000100.0,528390210,82985
934,19169000600.0,532354150,60833
935,19169001000.0,903452025,26009
936,19169000100.0,528456240,82985
937,19169000300.0,534225120,60500
938,19169000600.0,906382060,60833
939,19169000100.0,528166060,82985
940,19169000100.0,533253180,82985
941,19169000100.0,528315110,82985
942,19169000200.0,535150280,52375
943,19169000900.0,902305110,37028
944,19169001302.0,907125040,59234
945,19169001000.0,910203020,26009
946,19169000100.0,528363020,82985
947,19169001302.0,923202025,59234
948,19169000100.0,528429100,82985
949,19169000100.0,533236040,82985
950,19169000200.0,535151110,52375
951,19169000700.0,905377020,21333
952,19169000900.0,903401020,37028
953,19169000600.0,906230010,60833
954,19169000400.0,534479140,61991
955,19169001100.0,909253180,20878
956,19169000600.0,531379030,60833
957,19169001302.0,907227090,59234
958,19169001100.0,909282110,20878
959,19169000100.0,528166120,82985
960,19169001302.0,914467050,59234
961,19169000700.0,905427140,21333
962,19169000100.0,527165010,82985
963,19169000300.0,527359050,60500
964,19169000200.0,535180030,52375
965,19169000900.0,902427150,37028
966,19169000700.0,905451300,21333
967,19169000900.0,903233100,37028
968,19169000900.0,902301030,37028
969,19169000400.0,534275010,61991
970,19169001302.0,908152070,59234
971,19169000600.0,905104090,60833
972,19169000200.0,535375040,52375
973,19169001302.0,907202220,59234
974,19169001302.0,907227050,59234
975,19169000200.0,535382020,52375
976,19169000700.0,905403060,21333
977,19169000600.0,531376090,60833
978,19169000200.0,535427070,52375
979,19169001302.0,923228270,59234
980,19169000100.0,528228445,82985
981,19169001302.0,907125020,59234
982,19169000100.0,533206060,82985
983,19169000100.0,528275060,82985
984,19169000400.0,534403290,61991
985,19169000200.0,526351100,52375
986,19169000300.0,534201300,60500
987,19169000100.0,527105060,82985
988,19169000700.0,904302020,21333
989,19169000100.0,527107210,82985
990,19169000400.0,534425080,61991
991,19169000100.0,528354110,82985
992,19169001302.0,907290250,59234
993,19169000100.0,528480150,82985
994,19169000400.0,534427010,61991
995,19169000600.0,905106140,60833
996,19169001302.0,914452120,59234
997,19169001302.0,907250050,59234
998,19169001100.0,909425140,20878
999,19169000200.0,535301080,52375
1000,19169000300.0,534125120,60500
1001,19169000100.0,528186090,82985
1002,19169000100.0,533236070,82985
1003,19169000900.0,903228060,37028
1004,19169000100.0,528351010,82985
1005,19169001302.0,916403200,59234
1006,19169000700.0,905401020,21333
1007,19169000200.0,535382100,52375
1008,19169000700.0,905476170,21333
1009,19169000100.0,527364030,82985
1010,19169000200.0,526355190,52375
1011,19169001100.0,916226090,20878
1012,19169000100.0,533223020,82985
1013,19169001302.0,908275300,59234
1014,19169000300.0,527451170,60500
1015,19169001302.0,907425015,59234
1016,19169001302.0,923276100,59234
1017,19169001100.0,909276010,20878
1018,19169000100.0,528176070,82985
1019,19169001302.0,907412080,59234
1020,19169001302.0,923400110,59234
1021,19169001302.0,923229100,59234
1022,19169000900.0,903233180,37028
1023,19169000100.0,528231030,82985
1024,19169001100.0,909254070,20878
1025,19169000300.0,527455060,60500
1026,19169000400.0,534478140,61991
1027,19169000600.0,905108120,60833
1028,19169000700.0,905377130,21333
1029,19169000600.0,905201090,60833
1030,19169000700.0,905480210,21333
1031,19169000400.0,534278070,61991
1032,19169000100.0,527368010,82985
1033,19169000100.0,528188090,82985
1034,19169000200.0,535180130,52375
1035,19169000100.0,533210060,82985
1036,19169000300.0,527359010,60500
1037,19169000100.0,533130130,82985
1038,19169000600.0,531371050,60833
1039,19169000200.0,535354050,52375
1040,19169000900.0,902106010,37028
1042,19169000100.0,533213020,82985
1043,19169000100.0,528456220,82985
1044,19169001302.0,907227290,59234
1045,19169000100.0,528186010,82985
1046,19169000600.0,905104240,60833
1047,19169000600.0,906426090,60833
1048,19169000900.0,902301120,37028
1049,19169000900.0,902101010,37028
1050,19169000300.0,527450030,60500
1051,19169000200.0,535175070,52375
1052,19169000100.0,528108070,82985
1053,19169001100.0,909281020,20878
1054,19169000100.0,533213140,82985
1055,19169000200.0,535302070,52375
1056,19169000700.0,905480030,21333
1057,19169001302.0,907200110,59234
1058,,907275030,
1059,19169001302.0,907203110,59234
1060,19169000100.0,527127100,82985
1061,19169000100.0,528431020,82985
1062,19169000200.0,535379060,52375
1063,19169000900.0,903205085,37028
1064,19169000600.0,531450120,60833
1065,19169000900.0,902205130,37028
1066,19169000600.0,904100140,60833
1067,19169001302.0,923229140,59234
1068,19169001000.0,903456060,26009
1069,19169000100.0,528431120,82985
1070,19169000600.0,905107220,60833
1071,19169001000.0,903458170,26009
1072,19169000300.0,534202030,60500
1073,19169000100.0,527127140,82985
1074,19169000200.0,535101150,52375
1075,19169000200.0,535402070,52375
1077,19169000900.0,902403070,37028
1078,19169000100.0,528477070,82985
1079,19169001302.0,908127100,59234
1080,19169000900.0,902301080,37028
1081,19169000900.0,903475100,37028
1082,19169000900.0,903226150,37028
1083,19169000900.0,902207080,37028
1084,19169000200.0,535450210,52375
1086,19169000200.0,535153070,52375
1087,19169000600.0,905105170,60833
1088,19169001302.0,907290080,59234
1089,19169000200.0,526354070,52375
1090,19169001000.0,903458060,26009
1092,19169000600.0,532479050,60833
1093,19169000300.0,527427090,60500
1094,19169000600.0,905109170,60833
1095,19169000700.0,905479110,21333
1096,19169001302.0,907187040,59234
1097,,909451040,
1098,19169000700.0,905475160,21333
1099,19169000400.0,534250370,61991
1100,19169000700.0,905377010,21333
1101,,908208020,
1102,19169000600.0,531479020,60833
1103,19169001100.0,909428280,20878
1104,19169000200.0,535454070,52375
1105,19169000200.0,535304020,52375
1106,19169000100.0,527131110,82985
1107,19169000400.0,534403280,61991
1108,19169000100.0,527107040,82985
1109,19169001302.0,907270040,59234
1110,19169001000.0,903455140,26009
1111,19169001302.0,907180040,59234
1112,19169000100.0,528106020,82985
1115,19169000100.0,528228285,82985
1116,19169001302.0,907262080,59234
1117,19169001302.0,923225260,59234
1118,19169000200.0,535383060,52375
1119,19169000300.0,527453050,60500
1120,19169000100.0,527107030,82985
1121,19169000900.0,903236130,37028
1122,19169000400.0,534450180,61991
1123,19169000100.0,528275080,82985
1124,19169001100.0,909428340,20878
1125,19169000100.0,528441080,82985
1126,19169000100.0,527105130,82985
1127,19169001302.0,907175060,59234
1128,19169001302.0,908228010,59234
1129,19169000700.0,905480180,21333
1130,19169000300.0,534201240,60500
1131,19169000100.0,528441020,82985
1132,19169000100.0,527164090,82985
1133,19169001100.0,909277070,20878
1134,19169000400.0,534400060,61991
1135,19169001302.0,907290210,59234
1136,19169000600.0,906204150,60833
1137,19169000600.0,531451150,60833
1138,19169000100.0,528181080,82985
1139,19169000200.0,535106140,52375
1140,19169000100.0,533241010,82985
1141,19169000400.0,534276180,61991
1142,19169000100.0,527163010,82985
1143,19169001302.0,907194020,59234
1144,19169001302.0,907187010,59234
1145,19169001302.0,908151050,59234
1146,,528102140,
1147,19169000300.0,534125080,60500
1148,19169000100.0,528321010,82985
1149,19169001302.0,914475090,59234
1150,19169000400.0,534451120,61991
1151,19169000900.0,902202090,37028
1152,19169001100.0,909131125,20878
1153,19169001100.0,909427230,20878
1154,19169001100.0,909475040,20878
1155,19169000100.0,533242030,82985
1156,19169000100.0,528120170,82985
1157,19169000900.0,902100010,37028
1158,19169000200.0,535179060,52375
1159,19169000400.0,534276070,61991
1160,19169000700.0,905452140,21333
1161,19169000100.0,528387030,82985
1162,19169000400.0,534277090,61991
1163,19169000100.0,534104100,82985
1164,19169000900.0,902207220,37028
1165,19169000900.0,902300215,37028
1166,19169000400.0,534176140,61991
1167,19169000900.0,902128160,37028
1168,19169000300.0,527451180,60500
1169,19169000700.0,905402070,21333
1171,19169001302.0,916382110,59234
1172,19169000400.0,534176060,61991
1173,19169000300.0,527302110,60500
1174,19169001100.0,909425270,20878
1175,19169000300.0,527404050,60500
1176,19169000700.0,905480150,21333
1177,19169000900.0,903231090,37028
1178,19169000600.0,531375120,60833
1179,19169000600.0,906201021,60833
1180,19169000600.0,531371070,60833
1181,19169000100.0,528390100,82985
1182,19169000600.0,906200230,60833
1183,19169001302.0,907420040,59234
1184,19169001302.0,916402215,59234
1185,19169001302.0,907200290,59234
1186,19169001302.0,908225180,59234
1187,19169000600.0,906380050,60833
1188,19169000200.0,535450190,52375
1189,19169000100.0,528315030,82985
1190,19169000200.0,535103070,52375
1191,19169000600.0,905202090,60833
1192,19169001302.0,907192090,59234
1193,19169000100.0,527158090,82985
1194,19169001302.0,916326040,59234
1195,19169000400.0,534403040,61991
1196,19169000100.0,528220040,82985
1198,19169001302.0,907201280,59234
1199,19169000100.0,528235180,82985
1200,19169000100.0,528231050,82985
1201,19169001302.0,907425010,59234
1202,19169000600.0,905103180,60833
1203,19169000100.0,528228450,82985
1204,19169000600.0,906380030,60833
1205,19169000100.0,528445060,82985
1206,19169001100.0,909252110,20878
1207,19169001100.0,909179020,20878
1208,19169001100.0,909251050,20878
1209,19169000900.0,903231010,37028
1210,19169000100.0,528142090,82985
1211,19169001302.0,907200280,59234
1212,19169000100.0,528477040,82985
1213,19169000900.0,903206070,37028
1214,19169001100.0,909428190,20878
1215,19169000100.0,528112040,82985
1216,19169000100.0,528142040,82985
1217,19169000900.0,902106060,37028
1218,19169000300.0,527375100,60500
1219,19169000100.0,527105070,82985
1220,19169001100.0,909277090,20878
1221,19169000100.0,527110130,82985
1222,19169000300.0,527375210,60500
1223,19169000100.0,533215030,82985
1224,19169000600.0,906378100,60833
1225,19169000300.0,527325090,60500
1226,19169000200.0,526301100,52375
1227,19169000200.0,535178060,52375
1228,19169000900.0,903430090,37028
1229,19169000400.0,534402140,61991
1230,19169001302.0,908225240,59234
1231,19169000400.0,534451110,61991
1232,19169001302.0,914467040,59234
1233,19169000300.0,527451110,60500
1234,19169001302.0,907262020,59234
1235,19169000300.0,527376110,60500
1236,19169000700.0,904301375,21333
1237,19169000700.0,905352070,21333
1238,19169000100.0,527145090,82985
1240,19169000900.0,902427180,37028
1241,19169000900.0,903476030,37028
1242,19169000400.0,534400030,61991
1243,19169000100.0,533213120,82985
1244,19169000100.0,528290010,82985
1245,19169001302.0,907420060,59234
1246,19169001302.0,907260010,59234
1247,19169000600.0,906201200,60833
1248,19169000600.0,906382020,60833
1249,19169000600.0,532376160,60833
1250,19169001000.0,910202070,26009
1251,19169000100.0,528150120,82985
1252,19169000900.0,902101050,37028
1253,19169001100.0,909250070,20878
1254,19169000200.0,535476240,52375
1255,19169000100.0,528228405,82985
1256,19169000600.0,905202230,60833
1257,19169000100.0,527210060,82985
1258,19169000100.0,528228460,82985
1259,19169000100.0,528112020,82985
1260,19169000100.0,528290180,82985
1261,19169001302.0,907254050,59234
1262,19169000600.0,904100040,60833
1263,19169000300.0,534126060,60500
1264,19169000200.0,535402010,52375
1265,19169000400.0,534403080,61991
1266,19169000600.0,532351140,60833
1267,19169000900.0,903426010,37028
1268,19169000600.0,531367050,60833
1269,19169000100.0,533213130,82985
1270,19169001302.0,907185060,59234
1271,19169000700.0,905427010,21333
1272,19169001302.0,908102100,59234
1273,19169000100.0,527145080,82985
1274,19169000400.0,534250300,61991
1275,19169000600.0,905301050,60833
1276,19169000300.0,534202180,60500
1277,19169000600.0,531450170,60833
1278,19169000100.0,533212120,82985
1279,19169000900.0,902109120,37028
1280,19169000200.0,535450310,52375
1281,19169000900.0,903201030,37028
1282,19169000100.0,533236060,82985
1283,19169001302.0,908102130,59234
1284,19169000600.0,905105070,60833
1285,19169000100.0,533241030,82985
1286,19169001302.0,923228260,59234
1287,19169000300.0,534204030,60500
1288,19169000200.0,535477020,52375
1289,19169001302.0,907192130,59234
1290,19169000400.0,534151120,61991
1291,19169001302.0,908102170,59234
1292,19169001302.0,907401050,59234
1293,19169000900.0,902105060,37028
1294,19169000400.0,534431050,61991
1295,19169000100.0,528344060,82985
1296,19169001100.0,909452114,20878
1297,19169001100.0,909455040,20878
1298,19169000400.0,534276190,61991
1299,19169001302.0,907253060,59234
1300,19169000900.0,902329090,37028
1301,19169000300.0,527453160,60500
1302,19169000900.0,903233080,37028
1303,19169000100.0,528292060,82985
1304,19169001200.0,909256120,86520
1305,19169000600.0,906223220,60833
1306,19169000200.0,535153150,52375
1307,19169000100.0,527163080,82985
1308,19169001302.0,907414080,59234
1309,19169000300.0,527402090,60500
1310,19169000200.0,535426260,52375
1311,19169000100.0,528322020,82985
1312,19169001302.0,908152180,59234
1313,19169001100.0,909131170,20878
1314,19169000100.0,527146135,82985
1315,19169001302.0,907255010,59234
1316,19169000100.0,528142110,82985
1317,19169000100.0,533223030,82985
1318,19169001302.0,907131120,59234
1319,19169000300.0,534201130,60500
1320,19169000100.0,528366050,82985
1321,19169000100.0,528340030,82985
1322,19169000900.0,903475020,37028
1323,19169001302.0,908152290,59234
1324,19169000100.0,527163100,82985
1325,19169001302.0,916477020,59234
1326,19169000200.0,535456010,52375
1327,19169000300.0,534129080,60500
1328,19169000200.0,535101020,52375
1329,19169000100.0,528320060,82985
1330,19169000900.0,903234220,37028
1331,19169001000.0,911370520,26009
1332,19169000100.0,528218020,82985
1333,19169000900.0,902325050,37028
1334,19169000700.0,905427070,21333
1335,19169001302.0,907252050,59234
1336,19169001302.0,907253130,59234
1337,19169000900.0,903429080,37028
1338,19169000300.0,527451060,60500
1339,19169001302.0,907418040,59234
1340,19169000200.0,535402230,52375
1341,19169000300.0,527427230,60500
1342,19169000900.0,903204030,37028
1343,19169001302.0,923225360,59234
1345,19169000900.0,903202120,37028
1346,19169000300.0,527455050,60500
1347,19169000900.0,903231190,37028
1348,19169000100.0,528275110,82985
1349,19169000600.0,906202040,60833
1350,19169000100.0,528382030,82985
1351,19169001302.0,907200190,59234
1352,19169000600.0,531451110,60833
1353,19169000600.0,906340130,60833
1354,19169001302.0,923400025,59234
1355,19169000100.0,528480130,82985
1356,19169000400.0,534277070,61991
1357,19169001302.0,907203060,59234
1358,19169000100.0,528480160,82985
1359,19169001302.0,907135050,59234
1360,19169001302.0,916403010,59234
1361,19169000100.0,528482020,82985
1362,19169000700.0,905451320,21333
1363,19169001302.0,907135260,59234
1364,19169000300.0,527455280,60500
1365,19169000300.0,527451400,60500
1366,19169000100.0,528290030,82985
1367,19169000200.0,535154080,52375
1368,19169001100.0,909276110,20878
1369,19169001302.0,914476010,59234
1370,19169000200.0,535451210,52375
1371,19169001302.0,916402115,59234
1372,19169000300.0,527375160,60500
1373,19169000100.0,527252080,82985
1374,19169001302.0,916380060,59234
1375,19169000100.0,533125080,82985
1376,19169001302.0,908275180,59234
1377,19169000100.0,528348030,82985
1378,19169001302.0,907252190,59234
1379,19169000100.0,527190220,82985
1380,19169000400.0,534425015,61991
1381,19169000100.0,528172060,82985
1382,19169001100.0,909455060,20878
1383,19169000100.0,527164120,82985
1384,19169000400.0,534477270,61991
1385,19169000100.0,527105050,82985
1386,19169000600.0,906394040,60833
1387,19169000900.0,902206240,37028
1388,19169001100.0,909253010,20878
1389,19169001100.0,909279080,20878
1390,19169001302.0,907290040,59234
1391,19169000200.0,535457020,52375
1392,19169000900.0,902204120,37028
1393,19169000200.0,535301170,52375
1394,19169001302.0,923228230,59234
1395,19169001302.0,923202060,59234
1396,19169000700.0,904302260,21333
1397,19169001100.0,909275250,20878
1398,19169000600.0,531452080,60833
1399,19169000100.0,528138020,82985
1400,19169000600.0,905101330,60833
1401,19169001302.0,916475110,59234
1402,19169000300.0,534128020,60500
1403,19169001100.0,909475300,20878
1404,19169000300.0,527358090,60500
1405,19169001100.0,909250120,20878
1406,19169001100.0,909254150,20878
1407,19169000600.0,905202190,60833
1408,19169000300.0,527353060,60500
1409,19169000700.0,905478220,21333
1410,19169001302.0,916402015,59234
1411,19169000700.0,905426100,21333
1412,19169001302.0,923228220,59234
1413,19169000100.0,527182020,82985
1414,19169000100.0,528175060,82985
1415,,909451180,
1416,,908102040,
1417,19169000900.0,903230110,37028
1418,19169000600.0,906223210,60833
1419,19169000300.0,527377030,60500
1420,19169000600.0,905101260,60833
1421,19169000900.0,903426180,37028
1422,19169001302.0,916475020,59234
1423,19169000600.0,905200490,60833
1424,19169000700.0,905401045,21333
1425,19169000900.0,902205090,37028
1426,19169001000.0,910205130,26009
1427,19169000100.0,528280130,82985
1428,,534127130,
1429,19169000200.0,526353030,52375
1430,19169001000.0,903481100,26009
1431,19169000200.0,535402120,52375
1432,19169000300.0,527302210,60500
1433,19169000600.0,532378130,60833
1434,19169000900.0,902301130,37028
1435,19169000900.0,902103100,37028
1436,19169000200.0,535454100,52375
1437,19169001100.0,909250040,20878
1438,19169000900.0,902325070,37028
1439,19169000100.0,533125140,82985
1440,19169001302.0,924100060,59234
1441,19169000100.0,533251120,82985
1442,19169001302.0,907414020,59234
1443,19169000200.0,535451110,52375
1444,19169000200.0,535302130,52375
1445,19169000700.0,905402110,21333
1447,19169000400.0,534175100,61991
1448,19169000100.0,527164060,82985
1449,19169001302.0,907270050,59234
1450,19169000100.0,528178010,82985
1451,19169001302.0,907200230,59234
1452,19169000100.0,527162090,82985
1453,19169000300.0,527450460,60500
1454,19169000100.0,528106120,82985
1455,19169000100.0,528294070,82985
1456,19169000200.0,535455090,52375
1457,19169000200.0,535176070,52375
1458,19169000900.0,902405070,37028
1459,19169000200.0,535478090,52375
1460,19169001302.0,907202130,59234
1461,19169000900.0,902100030,37028
1462,19169000900.0,902105050,37028
1463,19169000400.0,534252270,61991
1464,19169000600.0,532377050,60833
1465,19169000400.0,534177210,61991
1466,19169000100.0,533221030,82985
1467,19169001100.0,909175030,20878
1468,19169000100.0,528164040,82985
1469,19169000300.0,527402240,60500
1470,19169000100.0,528181070,82985
1471,19169000200.0,535152130,52375
1472,19169000200.0,535353160,52375
1473,19169001302.0,907420080,59234
1474,19169001302.0,907410130,59234
1475,19169000400.0,534403410,61991
1476,19169000100.0,533205110,82985
1477,19169001302.0,907262050,59234
1478,19169000900.0,902405100,37028
1479,19169000400.0,534251280,61991
1480,19169000100.0,533205060,82985
1481,19169001302.0,907405130,59234
1482,19169001302.0,924100050,59234
1483,19169001302.0,923225370,59234
1484,19169000600.0,906203120,60833
1485,19169000900.0,903400220,37028
1486,19169001000.0,911370530,26009
1487,19169000100.0,528235120,82985
1488,19169000100.0,532477040,82985
1489,19169000100.0,528228430,82985
1490,19169000300.0,527357110,60500
1491,19169001302.0,907202100,59234
1492,19169000300.0,534127190,60500
1493,19169000200.0,535125070,52375
1494,19169000200.0,535401080,52375
1495,19169000400.0,534403400,61991
1496,19169001302.0,908188150,59234
1497,19169000300.0,527427160,60500
1498,19169000100.0,528326060,82985
1499,19169000600.0,531385130,60833
1500,19169000600.0,906230030,60833
1501,19169000600.0,906426210,60833
1502,19169000102.0,527162110,
1503,19169000102.0,527276150,
1504,19169001303.0,907201230,
1505,19169000600.0,905104110,60833
1506,19169001302.0,914476330,59234
1507,19169001303.0,907290160,
1508,19169001303.0,907125080,
1509,19169001304.0,908188110,
1510,19169000102.0,528172150,
1511,19169000200.0,535350040,52375
1512,19169000200.0,535302140,52375
1513,19169000102.0,528108010,
1514,19169000600.0,531375090,60833
1515,19169000200.0,526353050,52375
1516,19169001101.0,909276170,
1517,19169000102.0,528228295,
1518,19169001303.0,907202050,
1519,19169000600.0,905107240,60833
1520,19169000200.0,535305180,52375
1521,19169000600.0,531453040,60833
1522,19169001302.0,923277040,59234
1523,19169000105.0,528435070,
1524,19169000300.0,527454120,60500
1525,19169001302.0,923228290,59234
1526,19169001000.0,903451090,26009
1527,19169000300.0,527354050,60500
1528,19169000200.0,526351010,52375
1529,19169001304.0,908128110,
1530,19169000700.0,905427050,21333
1531,19169001302.0,923230200,59234
1532,19169000102.0,528228565,
1533,19169000600.0,906402070,60833
1534,19169000105.0,528431070,
1535,19169000600.0,532378120,60833
1536,19169001303.0,907290020,
1537,19169000600.0,905106210,60833
1538,19169000400.0,534276290,61991
1539,,528458140,
1540,19169001000.0,903453080,26009
1541,19169001000.0,910203290,26009
1542,19169000300.0,534226060,60500
1543,19169000400.0,534178010,61991
1544,19169001303.0,907401060,
1545,19169001304.0,908250030,
1546,19169001101.0,909281010,
1547,19169001302.0,914475010,59234
1548,19169001302.0,923225050,59234
1549,19169001302.0,916455170,59234
1550,19169000400.0,534451170,61991
1551,19169001101.0,909175080,
1552,19169000600.0,906225210,60833
1553,19169000900.0,903234090,37028
1554,19169001303.0,907251090,
1555,19169000700.0,905475500,21333
1556,,528458180,
1557,19169001101.0,909252170,
1558,19169000600.0,906425045,60833
1559,19169000900.0,903228150,37028
1560,19169000400.0,534400050,61991
1561,19169001302.0,914452090,59234
1562,19169000105.0,528326030,
1563,19169000700.0,905402090,21333
1564,19169001303.0,907227060,
1565,19169000600.0,905102010,60833
1566,19169001303.0,907255020,
1567,19169000105.0,528315090,
1568,19169000105.0,528482010,
1569,19169000200.0,535304170,52375
1570,19169000102.0,528174030,
1571,19169000200.0,535402330,52375
1572,19169000900.0,903226170,37028
1573,19169000600.0,906403060,60833
1574,19169001304.0,908102320,
1575,19169000200.0,535454050,52375
1576,19169001101.0,909276210,
1577,19169000102.0,528250030,
1578,19169000600.0,531375130,60833
1579,19169001303.0,907201060,
1580,19169000102.0,527208010,
1581,19169000900.0,902402150,37028
1582,19169000102.0,528174010,
1583,19169000900.0,903233120,37028
1584,19169000105.0,528490080,
1585,19169000300.0,527357180,60500
1586,19169000600.0,532354090,60833
1587,19169000300.0,527354200,60500
1588,19169000900.0,903233050,37028
1589,19169000200.0,535378020,52375
1590,19169000102.0,528250070,
1591,19169000200.0,535353240,52375
1592,19169000102.0,528240060,
1593,19169000900.0,903228040,37028
1594,19169000105.0,533252130,
1595,19169000200.0,535325290,52375
1596,19169001303.0,907401090,
1597,19169001304.0,908225290,
1598,19169000600.0,905200290,60833
1599,19169000200.0,535179120,52375
1600,19169000600.0,905103030,60833
1601,19169001303.0,907262060,
1602,19169001101.0,909254090,
1603,19169001101.0,909175100,
1604,,923276250,
1605,19169000102.0,527401130,
1606,19169000300.0,534201040,60500
1607,19169001304.0,908127120,
1608,19169000600.0,905105260,60833
1609,19169000700.0,904351200,21333
1610,19169000900.0,902207110,37028
1611,19169000900.0,902100110,37028
1612,19169000900.0,902105010,37028
1613,19169001101.0,909426060,
1614,19169000400.0,534401140,61991
1615,19169000300.0,527377110,60500
1616,19169001304.0,908102290,
1617,19169001303.0,907252120,
1618,19169000200.0,535451170,52375
1619,19169000900.0,903425245,37028
1620,19169000900.0,902107050,37028
1621,19169000600.0,531477020,60833
1622,19169000600.0,905104180,60833
1623,19169001101.0,909177120,
1624,19169000102.0,528228375,
1625,19169000600.0,906475170,60833
1626,19169000400.0,534451150,61991
1627,19169000200.0,535375010,52375
1628,19169001101.0,909455030,
1629,19169000105.0,528354050,
1630,19169000400.0,534455080,61991
1631,19169000900.0,903201090,37028
1632,19169001000.0,910226060,26009
1634,19169001302.0,916125425,59234
1635,19169000300.0,534128210,60500
1636,19169000105.0,528328100,
1637,19169000900.0,903429010,37028
1638,19169000600.0,531384030,60833
1639,,528110020,
1640,19169000600.0,532351050,60833
1641,19169000102.0,527328010,
1642,19169000900.0,902201090,37028
1643,19169000300.0,534127270,60500
1644,19169000600.0,531379050,60833
1645,19169001303.0,907135080,
1646,19169001304.0,908152280,
1647,19169000600.0,905106150,60833
1648,19169000300.0,527454050,60500
1649,,923276260,
1650,19169000105.0,533223010,
1651,19169000400.0,534475170,61991
1652,19169000105.0,533212020,
1654,19169000200.0,535180020,52375
1655,19169000300.0,527403120,60500
1656,19169000105.0,528376010,
1657,19169000102.0,527252050,
1658,19169000105.0,533221100,
1659,19169000102.0,528250060,
1660,19169000200.0,535378120,52375
1661,19169000900.0,903427090,37028
1662,19169000105.0,528488120,
1663,19169001000.0,910206110,26009
1664,19169000600.0,905107110,60833
1665,19169000900.0,902401030,37028
1666,19169000102.0,527106150,
1667,19169000400.0,534430090,61991
1668,19169001302.0,923225150,59234
1669,19169001101.0,909475230,
1670,19169001304.0,908152060,
1671,19169000700.0,905426200,21333
1672,19169001101.0,909103020,
1673,19169000900.0,902330040,37028
1674,19169001304.0,908152035,
1675,19169000102.0,528292040,
1676,19169000400.0,534276010,61991
1678,19169000400.0,534175010,61991
1679,19169001101.0,909252150,
1680,19169000600.0,905228020,60833
1681,19169000200.0,535180100,52375
1682,19169001302.0,923252080,59234
1683,19169000600.0,906392100,60833
1684,19169001303.0,907194010,
1685,19169000200.0,535402100,52375
1686,19169000900.0,902329070,37028
1687,19169000900.0,903234030,37028
1688,19169000105.0,533130170,
1689,19169000400.0,534275100,61991
1690,19169000102.0,527158020,
1691,19169001101.0,909100170,
1692,19169000102.0,527107010,
1693,19169000600.0,532378180,60833
1694,19169000400.0,534479120,61991
1695,19169001302.0,923203100,59234
1696,19169000900.0,902128100,37028
1697,19169000102.0,528172080,
1698,19169000102.0,528172050,
1699,19169000105.0,528344100,
1700,19169000600.0,905226130,60833
1701,19169001303.0,907135180,
1702,19169001303.0,907180050,
1703,19169001101.0,909252020,
1704,19169000400.0,534276160,61991
1705,19169000102.0,527225035,
1706,19169001302.0,923229110,59234
1707,19169000102.0,528240030,
1708,19169000200.0,526352080,52375
1709,19169000400.0,534476260,61991
1710,19169000700.0,905352140,21333
1711,19169000600.0,531382090,60833
1712,19169000900.0,902329030,37028
1713,19169000200.0,535303150,52375
1714,19169001000.0,911370540,26009
1715,19169000200.0,535176100,52375
1716,19169000200.0,535457070,52375
1717,19169001101.0,909250220,
1718,19169000400.0,534450150,61991
1719,19169000102.0,528290190,
1720,19169000900.0,902109080,37028
1721,19169000300.0,527453010,60500
1722,19169000900.0,903430130,37028
1723,19169000900.0,902206040,37028
1724,19169000102.0,528292070,
1725,19169000105.0,533223080,
1726,19169000200.0,535153140,52375
1727,19169000102.0,528221070,
1728,19169000600.0,533352150,60833
1729,19169000105.0,528327060,
1730,19169000105.0,528354060,
1731,19169000700.0,905452040,21333
1732,19169000102.0,527425035,
1733,19169000200.0,535455060,52375
1734,19169000600.0,905225090,60833
1735,19169000105.0,528344070,
1736,19169000102.0,527161010,
1737,19169000200.0,535125010,52375
1738,19169000600.0,531451280,60833
1739,19169000102.0,528290060,
1740,19169000600.0,906203140,60833
1741,19169000900.0,902108060,37028
1742,19169000105.0,533212010,
1743,19169000300.0,527450280,60500
1744,19169000600.0,532354060,60833
1745,19169001304.0,908250040,
1746,19169001303.0,907202140,
1747,19169000600.0,906223140,60833
1748,19169000900.0,903236200,37028
1749,19169000400.0,534276360,61991
1750,19169001303.0,907425035,
1751,,528458110,
1752,19169001302.0,923225390,59234
